color1,fabric1,category1,image1,color2,fabric2,category2,image2,result
4,1,5,2023_57047748_76.jpg,8,7,2,2023_57087749_TM.jpg,1
10,3,6,2019_57029213_99.jpg,1,4,4,2019_53031097_OR.jpg,0
10,2,2,2019_53055717_99.jpg,10,4,3,2023_57056013_92.jpg,0
8,7,6,2023_57050033_52.jpg,1,4,4,2023_57091175_OR.jpg,1
10,4,3,2019_53090733_99.jpg,1,4,4,2019_53003778_OR.jpg,1
9,4,3,2023_57072508_31.jpg,1,4,4,2023_57014041_OR.jpg,1
1,4,3,2023_47005943_01.jpg,8,4,3,2023_57044781_TO.jpg,0
1,4,4,2019_53091158_OR.jpg,1,4,4,2019_53080809_OR.jpg,1
1,4,3,2019_53060518_02.jpg,1,4,4,2019_57005925_OR.jpg,0
1,4,4,2019_53073754_OR.jpg,10,5,1,2019_53023716_99.jpg,1
10,4,4,2023_57026008_PL.jpg,10,1,5,2023_57096016_92.jpg,0
8,7,2,2019_53015029_TM.jpg,8,7,5,2019_53085030_TM.jpg,1
9,4,3,2019_53090511_CU.jpg,1,4,4,2019_53080809_OR.jpg,1
10,4,3,2023_57010040_99.jpg,10,4,3,2019_53063786_99.jpg,0
10,3,2,2023_57087741_95.jpg,1,7,2,2023_47035844_02.jpg,0
10,4,3,2023_57050111_PL.jpg,1,4,3,2023_57035148_01.jpg,0
1,1,5,2019_51053735_08.jpg,9,4,7,2019_53040605_CU.jpg,0
1,4,3,2019_53040578_01.jpg,9,4,7,2019_53040609_CU.jpg,1
1,1,2,2019_53063706_08.jpg,8,7,2,2023_57094431_DI.jpg,0
1,3,1,2023_57000280_02.jpg,10,3,6,2023_57021028_PL.jpg,0
1,4,4,2019_43003746_05.jpg,3,4,4,2019_43045788_28.jpg,1
8,7,2,2023_47013269_TO.jpg,10,7,2,2019_53017024_TN.jpg,0
10,1,6,2023_57044008_91.jpg,10,4,4,2023_57057747_PL.jpg,0
1,4,4,2019_53030812_OR.jpg,1,4,8,2023_57040028_05.jpg,0
8,4,3,2019_53063757_50.jpg,1,1,2,2019_51061123_01.jpg,1
10,4,4,2023_57050294_PL.jpg,10,4,3,2023_57052508_99.jpg,1
10,4,4,2023_57002533_PL.jpg,1,3,1,2019_51000640_02.jpg,0
10,4,3,2023_57012511_99.jpg,10,3,5,2023_57095796_99.jpg,0
1,4,4,2019_57047881_OR.jpg,1,4,4,2023_47054026_OR.jpg,0
3,4,7,2023_47057878_20.jpg,10,4,4,2023_57047742_PL.jpg,0
10,4,7,2023_57055144_99.jpg,10,7,2,2019_53070671_TN.jpg,0
10,4,3,2019_57065939_99.jpg,1,5,1,2019_57017891_05.jpg,1
1,4,4,2019_53031097_OR.jpg,10,5,2,2019_53063712_91.jpg,1
1,1,1,2023_57054410_05.jpg,7,1,6,2019_53090930_43.jpg,0
8,4,7,2019_53033778_50.jpg,7,1,6,2019_51071118_43.jpg,1
9,4,4,2019_53053763_30.jpg,1,4,4,2019_53103796_OR.jpg,1
10,4,4,2023_57094033_PL.jpg,7,1,6,2023_57054434_43.jpg,1
10,4,4,2023_57050437_PL.jpg,10,3,1,2023_57010282_94.jpg,0
10,4,3,2019_57006707_99.jpg,10,1,5,2019_51053704_99.jpg,1
10,4,3,2023_57031170_PL.jpg,1,4,4,2019_53030691_OR.jpg,0
10,4,4,2023_57002533_PL.jpg,1,4,4,2023_57026005_OR.jpg,0
10,4,7,2019_53043775_99.jpg,10,1,2,2019_57067686_99.jpg,0
10,4,3,2019_53020583_92.jpg,1,4,4,2023_57050294_OR.jpg,0
10,1,2,2023_57086011_99.jpg,10,2,2,2023_57025986_99.jpg,0
1,4,4,2019_53080809_OR.jpg,9,4,7,2019_53005785_31.jpg,1
10,4,3,2019_57007587_99.jpg,7,3,1,2019_53003794_43.jpg,1
8,7,2,2023_57020039_TC.jpg,1,4,4,2019_53103796_OR.jpg,0
1,4,4,2023_57026006_OR.jpg,3,1,1,2019_41025782_23.jpg,0
1,4,4,2019_53080809_OR.jpg,1,4,7,2019_53020608_07.jpg,1
1,4,4,2019_43005802_OR.jpg,1,4,3,2019_53040578_01.jpg,1
10,4,3,2019_53093739_99.jpg,10,4,7,2019_53023772_99.jpg,1
1,4,7,2019_43015013_08.jpg,10,4,4,2019_53033767_90.jpg,0
4,1,1,2019_51060794_74.jpg,1,4,4,2019_53030691_OR.jpg,0
1,1,1,2023_57001095_01.jpg,3,1,2,2023_57099102_28.jpg,0
1,4,3,2023_57020012_01.jpg,1,4,7,2023_57050184_01.jpg,1
10,1,5,2023_57056012_99.jpg,10,4,4,2023_57016021_PL.jpg,1
10,5,1,2019_53045718_99.jpg,9,7,2,2019_57064001_37.jpg,1
1,4,4,2023_57002534_OR.jpg,1,4,3,2023_57024778_OR.jpg,0
10,4,3,2023_57022511_PL.jpg,8,7,2,2023_47033271_TM.jpg,1
10,4,3,2019_53093739_99.jpg,10,6,6,2019_53063767_99.jpg,1
8,4,3,2019_53095770_52.jpg,10,3,1,2019_53035770_99.jpg,1
9,1,2,2019_53050611_37.jpg,1,3,1,2019_43017044_05.jpg,1
3,1,1,2019_51005037_20.jpg,9,4,3,2019_53075776_CG.jpg,1
10,4,3,2019_53023773_99.jpg,1,7,1,2019_51035023_05.jpg,1
9,7,2,2019_57064001_37.jpg,9,5,1,2019_53025037_37.jpg,1
1,4,3,2019_57065939_02.jpg,7,5,1,2019_53080640_43.jpg,0
10,3,1,2019_51070804_99.jpg,1,1,5,2019_51093712_06.jpg,1
1,4,3,2019_53040578_01.jpg,1,4,4,2019_53030691_OR.jpg,1
1,4,7,2019_53040593_08.jpg,9,4,7,2019_53013794_CU.jpg,0
1,4,4,2023_57051178_OR.jpg,1,4,4,2023_57041178_OR.jpg,1
1,4,3,2023_57098272_09.jpg,10,4,7,2023_57028274_99.jpg,1
10,1,6,2023_57046027_99.jpg,10,2,5,2023_57055992_99.jpg,0
1,4,4,2019_43005802_OR.jpg,1,4,4,2019_53043037_OR.jpg,0
9,3,1,2023_57062505_30.jpg,9,3,2,2023_57082505_30.jpg,1
10,1,5,2019_51095024_91.jpg,10,4,4,2019_57005952_PL.jpg,1
10,4,3,2019_53090742_99.jpg,8,1,2,2019_51013730_57.jpg,1
10,4,3,2023_57031170_PL.jpg,10,4,7,2023_57041173_PL.jpg,1
10,4,3,2023_57002513_99.jpg,10,4,4,2023_57050336_PL.jpg,1
9,4,3,2019_53090511_CU.jpg,1,4,4,2019_53080809_OR.jpg,1
1,4,7,2023_47026321_07.jpg,10,4,3,2023_57056013_92.jpg,0
10,4,7,2023_57015802_99.jpg,1,4,4,2019_53080828_OR.jpg,0
1,4,4,2023_57071168_OR.jpg,1,4,7,2023_57040279_07.jpg,1
1,4,4,2023_57000438_OR.jpg,5,5,6,2023_57020251_88.jpg,1
1,4,4,2023_57014041_OR.jpg,10,4,3,2023_57072509_99.jpg,1
1,4,4,2019_53103798_OR.jpg,9,4,7,2019_57015932_CU.jpg,0
1,4,4,2019_53080809_OR.jpg,8,7,2,2019_53015029_TM.jpg,1
10,4,4,2023_57050294_PL.jpg,10,4,3,2023_47005949_99.jpg,0
1,4,4,2019_53070830_OR.jpg,9,4,8,2019_57034381_33.jpg,0
10,4,7,2023_57050088_PL.jpg,1,1,2,2023_57023805_05.jpg,1
1,4,3,2023_57011171_05.jpg,1,4,4,2023_57040275_OR.jpg,0
1,1,1,2019_43017712_02.jpg,1,4,4,2019_53030683_OR.jpg,1
1,4,4,2019_53080809_OR.jpg,10,4,7,2023_57050078_99.jpg,0
10,4,3,2023_47005947_99.jpg,10,4,4,2023_57040274_PL.jpg,1
1,4,7,2023_57064028_09.jpg,10,4,7,2019_53080920_99.jpg,0
1,4,3,2023_57050100_05.jpg,1,1,1,2019_57018258_02.jpg,0
10,4,7,2019_53013773_99.jpg,1,1,2,2019_51015735_01.jpg,1
10,5,6,2019_53085739_99.jpg,1,4,4,2019_53030691_OR.jpg,0
10,4,3,2019_53013788_99.jpg,1,4,4,2019_53090827_OR.jpg,0
1,4,7,2023_57072889_OR.jpg,9,4,7,2023_47017722_CU.jpg,0
9,4,3,2019_53090511_CU.jpg,1,4,4,2019_53030715_OR.jpg,1
1,4,4,2023_57042524_OR.jpg,1,4,3,2023_57094775_OR.jpg,1
10,4,4,2023_57014045_PL.jpg,1,4,3,2023_57010037_05.jpg,1
10,4,4,2023_57086003_PL.jpg,10,7,5,2023_57042894_TN.jpg,1
1,4,4,2020_67040070_OR.jpg,1,3,1,2019_51013791_02.jpg,0
1,5,1,2019_53025031_05.jpg,1,1,2,2019_51060677_08.jpg,1
1,6,2,2023_57084405_05.jpg,10,4,3,2023_57000333_99.jpg,0
1,3,1,2023_57094414_02.jpg,10,4,3,2023_57094385_99.jpg,0
1,4,7,2023_57031178_02.jpg,1,4,4,2023_57084028_OR.jpg,1
1,3,1,2023_57074028_01.jpg,1,1,2,2019_53043028_02.jpg,0
1,4,4,2019_53021098_OR.jpg,10,4,3,2019_53080805_92.jpg,1
1,4,4,2023_57040274_OR.jpg,10,4,4,2023_57004061_PL.jpg,0
1,4,4,2023_57010274_OR.jpg,1,4,3,2023_57046024_08.jpg,1
10,1,5,2019_51053704_99.jpg,10,1,2,2019_53053779_99.jpg,1
10,3,1,2019_57047892_94.jpg,1,4,4,2019_53103802_OR.jpg,0
9,1,1,2019_53060833_37.jpg,9,4,7,2019_53003753_CU.jpg,0
1,4,4,2019_53091158_OR.jpg,1,4,4,2019_53003778_OR.jpg,1
1,1,1,2019_51063787_01.jpg,1,4,4,2019_57005955_OR.jpg,0
1,4,4,2019_53080809_OR.jpg,10,4,7,2019_53060682_99.jpg,0
1,5,1,2023_57035794_05.jpg,10,4,3,2023_57025976_99.jpg,1
10,4,3,2023_57043797_99.jpg,1,5,1,2023_57057754_03.jpg,0
1,4,7,2023_57050184_01.jpg,1,4,3,2019_57065939_02.jpg,0
10,4,3,2019_53050591_GM.jpg,10,4,3,2019_53050579_99.jpg,1
10,4,3,2023_57052508_99.jpg,1,1,1,2019_53083025_02.jpg,0
1,5,1,2019_53030874_05.jpg,5,1,6,2023_57063818_80.jpg,0
1,4,4,2023_47044763_OR.jpg,10,4,7,2023_57002518_99.jpg,0
1,4,4,2023_57091502_OR.jpg,10,1,2,2019_57004005_99.jpg,0
1,4,4,2023_57096009_OR.jpg,8,1,1,2023_57040251_50.jpg,0
10,4,7,2023_57076024_99.jpg,1,4,4,2019_53080809_OR.jpg,0
3,1,1,2023_57020217_20.jpg,10,3,5,2019_51087668_92.jpg,0
1,4,7,2023_57021179_01.jpg,10,3,1,2023_57089107_99.jpg,0
1,4,7,2023_57002516_02.jpg,1,1,2,2023_57050303_01.jpg,0
9,4,4,2019_53053763_30.jpg,10,4,7,2019_57055943_99.jpg,0
1,1,5,2023_57023725_09.jpg,1,4,4,2019_43080721_OR.jpg,0
10,4,3,2023_57002513_99.jpg,8,7,1,2019_57087691_TM.jpg,0
1,7,2,2019_53015024_05.jpg,10,5,1,2019_57007704_99.jpg,1
1,4,4,2019_43063738_OR.jpg,10,3,1,2023_57004410_99.jpg,0
1,3,1,2023_57064030_01.jpg,1,4,4,2023_57086003_OR.jpg,1
1,4,4,2019_53030691_OR.jpg,1,4,3,2019_53095770_01.jpg,1
1,3,1,2023_57014432_01.jpg,1,4,3,2019_53060518_02.jpg,0
10,4,7,2023_57001503_99.jpg,8,7,2,2023_57050157_TM.jpg,0
9,4,7,2023_57021035_CU.jpg,1,4,4,2023_57014046_OR.jpg,0
3,1,2,2019_41085028_20.jpg,1,1,1,2019_53090599_05.jpg,1
1,1,5,2023_57023725_09.jpg,10,5,2,2019_53063712_91.jpg,0
1,4,4,2023_57006019_OR.jpg,1,2,5,2019_53055731_09.jpg,0
10,4,4,2023_57050294_PL.jpg,10,4,3,2023_57010046_99.jpg,1
10,4,3,2023_57010037_99.jpg,1,4,3,2023_57020012_01.jpg,1
10,4,7,2023_57041173_PL.jpg,10,3,2,2023_57086713_92.jpg,0
1,4,4,2019_53031097_OR.jpg,8,7,2,2023_47078649_TM.jpg,0
10,4,7,2023_57030776_99.jpg,10,5,1,2023_57065972_99.jpg,0
1,4,7,2019_53020608_07.jpg,1,7,2,2019_53020884_01.jpg,0
10,4,3,2023_57096026_99.jpg,1,4,7,2023_47015923_02.jpg,0
10,4,3,2019_57006707_99.jpg,1,1,1,2019_53033037_02.jpg,0
10,4,7,2019_53080920_99.jpg,10,7,2,2019_53000642_TG.jpg,0
1,5,1,2019_57007703_05.jpg,1,5,1,2019_57006709_06.jpg,1
10,4,3,2023_57092893_PL.jpg,8,7,2,2023_57012898_TM.jpg,1
10,4,3,2019_53030963_99.jpg,8,7,5,2019_53085030_TM.jpg,0
10,4,3,2019_53023773_99.jpg,10,1,1,2019_53095751_99.jpg,1
1,4,4,2019_53080809_OR.jpg,1,4,7,2019_53050624_01.jpg,1
1,7,2,2019_53050602_01.jpg,10,4,3,2023_57036012_99.jpg,0
5,4,8,2023_57067739_81.jpg,8,5,1,2023_57007771_52.jpg,0
10,4,3,2023_47005935_99.jpg,9,4,3,2023_57083795_32.jpg,0
10,4,3,2019_53093739_99.jpg,1,5,6,2023_57076026_05.jpg,0
1,4,3,2023_57012512_08.jpg,10,4,4,2023_57050294_PL.jpg,0
1,5,1,2019_53030874_05.jpg,8,7,2,2019_53063755_TM.jpg,1
3,4,7,2019_53040620_28.jpg,3,4,3,2019_53020727_20.jpg,1
1,3,1,2023_47045852_01.jpg,3,4,8,2023_57030034_20.jpg,1
1,4,4,2019_53091158_OR.jpg,9,4,3,2019_53090511_CU.jpg,1
10,4,4,2023_57014045_PL.jpg,10,4,3,2023_57055147_99.jpg,1
1,5,1,2023_57050311_07.jpg,10,3,1,2019_51020639_99.jpg,0
1,7,2,2019_53020884_01.jpg,9,4,3,2019_53000755_30.jpg,0
1,1,2,2019_53021059_08.jpg,10,4,3,2019_53093739_99.jpg,1
1,4,4,2019_53043037_OR.jpg,1,4,4,2019_53103798_OR.jpg,1
1,4,4,2023_57050076_OR.jpg,1,4,4,2023_57026007_OR.jpg,1
1,4,4,2019_53030691_OR.jpg,10,4,7,2023_47005921_99.jpg,0
8,1,2,2023_57040382_52.jpg,10,4,7,2019_53083780_99.jpg,0
10,4,7,2023_57040037_99.jpg,10,1,5,2023_57057760_92.jpg,0
10,1,2,2023_47050033_99.jpg,2,4,8,2019_53093777_17.jpg,0
10,4,3,2023_57001097_99.jpg,10,4,7,2023_57030776_99.jpg,1
1,4,4,2019_43015795_OR.jpg,2,1,5,2019_51080613_11.jpg,1
10,4,7,2023_57031178_99.jpg,1,1,1,2019_57024004_02.jpg,0
1,4,4,2023_57050118_OR.jpg,9,4,7,2023_57015802_30.jpg,0
9,4,7,2023_57014427_30.jpg,1,4,4,2019_53031097_OR.jpg,0
10,4,4,2023_57020363_PL.jpg,7,4,7,2019_53015779_49.jpg,0
10,1,2,2023_57086011_99.jpg,1,4,4,2019_53030691_OR.jpg,0
1,4,4,2019_53060830_OR.jpg,4,1,1,2019_53063000_70.jpg,1
1,5,1,2019_53013741_05.jpg,1,4,4,2019_53030691_OR.jpg,0
8,4,7,2019_53033778_50.jpg,1,1,2,2023_57044016_07.jpg,0
1,4,4,2019_53021099_OR.jpg,1,4,4,2019_53033776_OR.jpg,0
9,4,7,2023_47017722_CU.jpg,9,4,3,2019_53090511_CU.jpg,0
10,4,4,2020_67020050_PL.jpg,10,4,7,2019_57075936_99.jpg,1
1,4,4,2019_53033768_OR.jpg,7,5,1,2019_53095022_47.jpg,1
1,4,4,2019_53023035_OR.jpg,1,4,7,2023_57002514_02.jpg,0
1,1,2,2019_51090485_01.jpg,3,1,1,2019_53050668_25.jpg,1
1,4,4,2023_57042524_OR.jpg,10,1,5,2019_53045014_99.jpg,0
1,3,1,2019_51043741_02.jpg,10,6,2,2019_53005739_99.jpg,0
1,4,4,2023_57002542_OR.jpg,8,3,1,2023_57085809_52.jpg,0
9,4,7,2023_57021035_CU.jpg,1,7,2,2019_53010582_01.jpg,0
10,3,2,2019_53085768_99.jpg,2,4,7,2023_57000358_12.jpg,0
1,4,4,2019_53033776_OR.jpg,9,1,6,2019_53073713_37.jpg,0
9,4,7,2023_57050068_32.jpg,9,4,3,2023_57026009_30.jpg,0
4,1,6,2019_51045034_79.jpg,10,7,2,2023_57024405_TN.jpg,0
1,4,4,2019_43073754_OR.jpg,1,4,4,2019_53090751_OR.jpg,0
6,4,3,2023_57040049_68.jpg,1,4,4,2023_47014025_OR.jpg,1
9,4,3,2023_57010006_CU.jpg,10,4,7,2019_53080670_99.jpg,0
10,4,7,2019_53015772_99.jpg,8,7,2,2019_53003742_TO.jpg,1
10,4,7,2019_53010944_99.jpg,8,7,6,2019_53080749_TO.jpg,0
10,4,3,2023_57046024_99.jpg,1,4,4,2019_53080809_OR.jpg,0
6,1,2,2019_53061101_62.jpg,9,4,7,2019_53015772_30.jpg,1
1,4,4,2019_53080809_OR.jpg,1,1,1,2023_57045790_05.jpg,0
10,4,3,2019_57006707_99.jpg,10,4,7,2019_57045924_99.jpg,1
1,1,2,2019_53021059_08.jpg,1,4,4,2019_53033776_OR.jpg,0
10,4,7,2023_57030039_PL.jpg,2,4,3,2019_57085938_10.jpg,0
10,4,3,2023_57084388_99.jpg,8,7,2,2023_57051087_TM.jpg,1
1,5,1,2023_57005802_06.jpg,1,1,5,2023_57084434_05.jpg,1
10,1,6,2023_57040464_99.jpg,4,3,2,2019_53060910_70.jpg,0
1,4,4,2019_53103803_OR.jpg,3,1,2,2023_57030384_20.jpg,0
9,3,1,2019_51000640_37.jpg,1,4,7,2019_53020608_07.jpg,0
1,4,4,2020_67040070_OR.jpg,7,4,3,2020_67050548_48.jpg,1
10,1,5,2023_57059097_99.jpg,10,4,3,2019_57065943_99.jpg,0
8,1,2,2023_47087881_50.jpg,10,4,3,2019_53063786_99.jpg,0
1,4,7,2019_53070631_08.jpg,9,4,3,2019_53090511_CU.jpg,0
9,4,7,2023_47017722_CU.jpg,10,1,6,2023_57000256_99.jpg,1
1,4,3,2019_53050576_01.jpg,1,5,1,2023_57043800_05.jpg,0
10,7,2,2023_57003804_TN.jpg,10,4,7,2023_57014778_99.jpg,1
1,5,1,2019_53040904_02.jpg,1,4,4,2023_57041178_OR.jpg,0
10,3,1,2023_57050230_99.jpg,10,3,6,2023_57040297_99.jpg,0
10,3,1,2019_51093738_99.jpg,10,4,7,2019_53080670_99.jpg,1
1,4,4,2019_53073754_OR.jpg,1,1,1,2019_53020894_02.jpg,0
1,1,2,2023_57080490_08.jpg,1,5,1,2023_57005802_05.jpg,0
8,7,2,2023_57004402_TO.jpg,1,3,1,2023_57055810_05.jpg,1
2,3,1,2023_57001059_15.jpg,9,4,7,2023_57014427_30.jpg,0
10,4,3,2023_57056013_92.jpg,10,1,2,2023_57015965_99.jpg,0
10,4,3,2023_57055147_99.jpg,10,4,3,2023_57072509_99.jpg,1
10,4,3,2023_57001097_99.jpg,9,4,4,2019_53053763_30.jpg,0
1,4,4,2019_53103798_OR.jpg,10,4,3,2019_53093047_99.jpg,1
10,4,7,2023_57025804_99.jpg,10,4,3,2023_57085971_99.jpg,1
1,4,4,2019_53030691_OR.jpg,1,4,3,2019_53040519_08.jpg,1
10,3,2,2023_57039101_PL.jpg,1,4,4,2019_53030691_OR.jpg,0
5,1,6,2023_57053823_88.jpg,10,1,2,2023_57040322_99.jpg,0
10,4,7,2023_57050078_99.jpg,1,4,4,2019_53030812_OR.jpg,0
1,3,1,2023_57000280_02.jpg,2,1,6,2023_57050461_11.jpg,0
7,1,5,2019_51075026_49.jpg,1,1,1,2019_57077687_02.jpg,0
10,4,7,2023_47001195_99.jpg,1,4,4,2019_53080809_OR.jpg,0
8,7,5,2023_57040291_TM.jpg,10,4,3,2023_57010046_99.jpg,0
10,4,7,2019_53080920_99.jpg,8,4,3,2019_53053760_51.jpg,1
10,4,4,2023_57050294_PL.jpg,1,4,7,2023_57050184_01.jpg,1
1,4,7,2023_57028274_01.jpg,10,1,5,2023_57096029_99.jpg,0
1,4,4,2019_53043037_OR.jpg,9,4,3,2019_53000755_30.jpg,0
1,4,4,2019_53080809_OR.jpg,10,4,3,2019_53093047_99.jpg,1
10,3,6,2023_57063809_99.jpg,8,7,5,2019_53040541_TO.jpg,0
10,4,7,2023_47001196_99.jpg,8,1,2,2023_57072506_TC.jpg,0
8,7,2,2019_53000586_TC.jpg,1,1,1,2019_53033794_09.jpg,1
1,4,4,2023_47015850_OR.jpg,1,4,4,2019_53050681_OR.jpg,0
1,5,1,2019_57045915_05.jpg,2,4,8,2019_57085902_18.jpg,1
1,1,1,2019_53073755_08.jpg,8,4,3,2019_53095770_52.jpg,0
10,1,2,2023_47050033_99.jpg,5,4,3,2023_57050094_80.jpg,1
4,3,6,2019_53060634_70.jpg,1,4,7,2023_47035914_09.jpg,0
1,4,4,2019_53080809_OR.jpg,1,4,4,2019_53060830_OR.jpg,1
1,1,2,2019_53083765_05.jpg,1,5,1,2019_53075713_06.jpg,0
1,4,4,2019_53073754_OR.jpg,7,1,2,2019_51050904_43.jpg,0
5,3,1,2023_57022882_85.jpg,10,4,3,2019_57006707_99.jpg,0
10,4,3,2023_57002512_99.jpg,1,3,1,2023_57010282_01.jpg,1
8,7,2,2023_57062892_TM.jpg,9,4,7,2023_57014427_30.jpg,1
1,4,4,2023_47005857_OR.jpg,1,4,4,2019_53080828_OR.jpg,0
1,4,4,2023_47035849_01.jpg,10,4,7,2023_47067665_99.jpg,1
10,4,3,2023_57065984_99.jpg,8,7,5,2019_57038260_TO.jpg,0
8,4,4,2019_43005812_52.jpg,2,1,1,2019_41087039_12.jpg,1
10,4,7,2019_57085919_99.jpg,2,4,3,2019_57085938_10.jpg,1
7,4,7,2019_53050624_45.jpg,10,4,7,2023_57082892_PL.jpg,0
10,4,7,2019_53033761_99.jpg,10,3,1,2023_57035965_99.jpg,0
10,4,3,2023_57000333_99.jpg,1,4,4,2019_53030691_OR.jpg,0
7,2,2,2023_57095991_43.jpg,10,4,3,2023_57055147_99.jpg,1
1,4,4,2019_53081158_OR.jpg,10,3,6,2023_57050321_99.jpg,0
10,4,4,2019_57005952_PL.jpg,8,4,3,2019_53053760_51.jpg,1
10,1,6,2023_57033812_99.jpg,9,4,7,2023_47017722_CU.jpg,0
1,4,4,2019_53103804_OR.jpg,10,4,3,2023_57002512_99.jpg,0
1,4,4,2019_53193794_OR.jpg,1,4,4,2019_53060830_OR.jpg,1
1,1,5,2019_53093764_05.jpg,1,1,2,2019_53083765_05.jpg,1
9,4,3,2019_53090511_CU.jpg,1,4,4,2019_53090827_OR.jpg,1
5,4,3,2019_53073772_80.jpg,3,1,6,2023_57020462_20.jpg,0
10,4,7,2023_57055144_PL.jpg,1,4,8,2023_57095785_05.jpg,0
10,4,3,2023_57096026_99.jpg,10,7,2,2019_53005032_TU.jpg,0
9,4,3,2019_57075783_30.jpg,1,5,1,2019_57005550_05.jpg,1
10,4,4,2019_57005952_PL.jpg,10,7,2,2019_53010573_TG.jpg,0
10,1,2,2023_57083809_99.jpg,2,1,5,2019_51023026_17.jpg,0
10,5,1,2023_57030255_99.jpg,1,4,3,2019_53095770_01.jpg,0
9,4,8,2023_57017747_30.jpg,1,4,3,2023_57010037_05.jpg,0
1,4,3,2023_57050100_05.jpg,1,4,7,2023_57050088_02.jpg,1
1,4,4,2023_57006017_OR.jpg,2,5,1,2023_57007749_17.jpg,1
1,4,4,2019_53033766_OR.jpg,1,4,4,2019_53071096_OR.jpg,0
1,4,3,2019_53095770_01.jpg,9,1,5,2019_57095782_30.jpg,0
10,4,7,2019_53043775_99.jpg,8,7,2,2023_57044409_TO.jpg,0
3,4,7,2019_43035022_23.jpg,4,1,1,2019_51005035_79.jpg,0
10,4,3,2019_53075779_99.jpg,10,1,2,2019_51080862_99.jpg,1
1,7,2,2019_57064001_02.jpg,1,1,1,2023_57036022_05.jpg,0
2,5,1,2019_53015762_12.jpg,1,5,1,2019_53005774_01.jpg,0
10,4,4,2023_57026006_PL.jpg,10,1,2,2023_57089093_99.jpg,1
10,7,2,2019_53023736_TN.jpg,1,5,1,2019_53023714_06.jpg,1
10,4,3,2023_47064425_99.jpg,8,7,2,2019_53010582_TM.jpg,0
1,1,1,2019_51013711_02.jpg,1,4,4,2023_47055850_OR.jpg,0
1,5,1,2023_57010260_05.jpg,1,7,2,2019_53063755_02.jpg,0
10,4,3,2019_53063786_99.jpg,1,1,5,2019_51053735_08.jpg,1
1,4,4,2019_53103803_OR.jpg,5,3,6,2019_57049208_85.jpg,0
8,1,2,2023_57001103_50.jpg,9,4,3,2019_57045912_30.jpg,0
9,4,7,2023_57078273_30.jpg,10,4,8,2023_57075787_99.jpg,0
10,4,4,2023_57081168_PL.jpg,10,4,4,2023_57050437_PL.jpg,0
1,4,4,2019_53030691_OR.jpg,10,3,1,2019_51070804_99.jpg,1
7,1,2,2019_53050903_41.jpg,10,2,2,2023_57025986_99.jpg,0
1,4,4,2019_53063037_OR.jpg,2,1,2,2019_53080687_14.jpg,1
10,4,7,2020_67040535_99.jpg,10,1,1,2019_57039207_99.jpg,1
10,4,3,2019_57075781_99.jpg,9,1,5,2019_51025030_30.jpg,1
10,4,3,2019_57065943_99.jpg,1,1,1,2019_53085759_01.jpg,1
9,1,5,2023_57075968_35.jpg,3,1,5,2023_57079103_28.jpg,0
10,4,7,2019_57045924_99.jpg,1,4,4,2019_53080809_OR.jpg,0
8,1,1,2023_57034782_50.jpg,10,4,3,2023_57002512_99.jpg,1
10,4,3,2019_57075781_99.jpg,9,3,1,2023_57035965_35.jpg,0
1,4,7,2019_53060511_08.jpg,1,4,3,2019_53040578_01.jpg,1
10,4,7,2019_53020588_99.jpg,8,4,4,2019_43063738_46.jpg,0
1,5,6,2019_53053715_06.jpg,10,4,4,2023_57050294_PL.jpg,0
1,4,4,2023_57086003_OR.jpg,1,4,4,2019_53081158_OR.jpg,0
10,4,3,2019_53090805_99.jpg,1,7,2,2019_53000586_07.jpg,0
8,7,2,2023_57044409_TO.jpg,1,4,4,2019_53080809_OR.jpg,0
1,4,4,2019_43025786_OR.jpg,1,4,7,2019_53040593_08.jpg,1
10,4,3,2019_53030963_99.jpg,1,4,4,2023_57006017_OR.jpg,0
1,4,3,2019_53050616_01.jpg,1,4,4,2019_53003778_OR.jpg,1
1,4,4,2023_57040376_OR.jpg,3,4,4,2019_53030716_26.jpg,0
10,6,2,2019_53073765_99.jpg,10,3,1,2023_57068272_99.jpg,0
8,7,2,2023_47013269_TO.jpg,10,4,3,2023_57050265_99.jpg,1
8,5,1,2023_57049089_56.jpg,1,4,4,2019_53030691_OR.jpg,0
1,4,3,2023_57085146_08.jpg,8,4,8,2023_57055786_56.jpg,1
10,4,3,2023_57010040_99.jpg,1,3,1,2019_51013791_02.jpg,0
1,4,4,2019_53080809_OR.jpg,1,4,7,2019_53050624_01.jpg,1
1,1,1,2019_53020980_07.jpg,1,4,4,2019_43070802_OR.jpg,1
1,4,4,2019_53031097_OR.jpg,2,3,1,2019_53010933_15.jpg,1
10,4,7,2023_47005921_99.jpg,1,7,6,2023_57010101_01.jpg,1
1,4,4,2023_57050336_OR.jpg,10,4,3,2023_57084388_99.jpg,1
8,1,1,2023_57040214_52.jpg,10,4,7,2023_57076024_99.jpg,0
10,4,7,2023_57040158_99.jpg,1,4,3,2023_57024778_OR.jpg,1
10,4,8,2023_57075787_99.jpg,10,1,2,2023_57066026_99.jpg,1
7,1,5,2019_51075026_49.jpg,1,4,4,2019_57005937_OR.jpg,1
10,1,2,2023_57010731_99.jpg,1,4,4,2019_53021098_OR.jpg,0
9,4,7,2023_47092530_31.jpg,10,4,3,2023_57010037_99.jpg,1
1,4,4,2019_53073754_OR.jpg,10,4,7,2019_53095768_99.jpg,1
